Instrumento,Marca,Modelo,Serie,Código,Departamento responsable,Ubicación,Requerimiento,Impacto de la falla,Consideraciones de falla,Clase de riesgo,Capacidad de detección ,Frecuencia,Última calibración,Fecha programada,Observaciones,Tipo de calibración,Especificaciones
Aerotest,Dräger,Alpha,ARLL-9115,AER-VA-01,Validación,"Móvil, Almacén de Validación",NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,Corning,PC-410,350401334703,AGM-LC-01,Control de Calidad,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,Corning,PC-410,350401009669,AGM-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baja: 14-Abr-22,NA,NA
Agitador magnético,VWR,97042-626,181213005,AGM-LC-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baja: 08-Abr-19,NA,NA
Agitador magnético,VWR,97042-626,180907006,AGM-LC-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baja: 08-Abr-19,NA,NA
Agitador magnético,VWR,97042-626,181213005,AGM-LC-05,Control de Calidad,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,VWR,97042-626,180907006,AGM-LC-06,Control de Calidad,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,VWR,986920,181221010,AGM-LC-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,VWR,986920,181221011,AGM-LC-08,Control de Calidad,Disolución,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,Corning,PC-410,350401334757,AGM-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador magnético,Corning,PC-410D,1534 21027189,AGM-DA-01,Desarrollo Analítico,Análisis Fisicoquímicos ,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador propela,Heidolph,RZR2020,40810741,AGP-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador propela,ND,ND,ND,AGP-FR-02,Fabricación,"Recubrimiento, en REC-FR-02",NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador Vortex,Thomas Scientific,Digital Genie2 120V,A3-2746,VOR-DA-01,Desarrollo Analítico,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador Vortex,Corning,LSE,000020226027,AGV-LC-01,Microbiología,Microbiología,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador Vortex,Corning,LSE,000020226028,AGV-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Agitador Vortex,Scientific Industries,Digital Vortex-Genie 2,A3-5600,AGV-LC-03,Control de Calidad,Análisis Fisicoquímicos,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA
Amperímetro,Fluke,323,25900289,AMP-MA-01,NA,NA,NA,NA,NA,NA,NA,NA,07-dic-21,NA,Baja: 26-Ago-23,NA,NA
Amperímetro,Fluke,325,47367667MV,AMP-MA-02,Mantenimiento,"Móvil, Taller de Mantenimiento",Calibración,2,3,Alto,1,12,01-ago-25,Ago-26,,Externa,"DC Voltage 0.00 V Tol ± 0.50V, 10.0 V Tol.  ±0.6V, 100.0 V Tol ±1.5V, 600.0 V Tol ±6.5V
AC Voltage @ 60 Hz 0.00 V Tol ± 0.50, 10.0 V Tol ± 0.7V, 100.0 V Tol ±2.0V, 600.0 V Tol ±9.5V / 
Resistance 0.0 Ω Tol ± 0.5Ω, 100.0 Ω Tol ±1.5Ω, 400.0 Ω Tol ±4.5Ω, 1000 Ω Tol ±15Ω, 4000 Ω Tol ±45Ω / 
DC current 0.00A ± 0.05A, 10.00 A Tol ±0.25A, 40.00 A Tol ±0.85A, 100.0 A Tol ±2.5A, 400.0 A Tol ±8.5A /
AC current @60 Hz 10.00A Tol±0.25A, 40.00A Tol±0.85A, 100.0A Tol±2.5A, 400.0A Tol ±8.5A.  
Temperatua de 15°C a 70°C (tolerancia asignada por el proveedor), Capacitancia de 50 a 500 microfararios (tolerancia establecida por el proveedor)."
Anemómetro,VWR,Traceable Hot Wire,80114311,ANE-VA-01,Validación ,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,2,18,01-jul-25,Ene-27,,Externa,"Velocidad del aire: 0.500 m/s ± 20% 1.000 m/s, 5.000 m/s, 10.000 m/s, 20.000 m/s, 30.000 m/s Tol. ±0.298 m/s Temperatura: 25°C Tol ±0.80°C"
Anemómetro,Extech Instrument,Field Master,451112,ANE-VA-02,Validación ,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,2,18,01-jul-25,Ene-27,,Externa,"Velocidad del aire: 0.000 m/s Tol ±0.002 m/s, 5.000 m/s Tol. ±0.100 m/s, 10.000 m/s Tol. ±0.200 m/s, 20.000 m/s Tol. ±0.400 m/s, 30.000 m/s Tol ±0.600 m/s Temperatura: 25°C Tol ±0.80°C"
Balanza analítica,CAS,XB420HW,D604100010,BAA-AL-01,Almacén,Pesado,Calibración,3,3,Alto,2,6,6,Jul-00,,En planta,"0.000g, 0.020g, 0.050g, 0.100g, 0.500g, 1.000g, 5.000g, 10.000g, 50.000g, 100.000g, 200.000g, 300.000g, 420.000g ± 0.010g"
Balanza analítica,Ohaus,Adventurer PRO,8026191114,BAA-CP-01,NA,NA,NA,NA,NA,NA,NA,NA,06-may-21,NA,Baja: 24-Ago-21,NA,NA
Balanza analítica,OHAUS,AX124,B824999566,BAA-CP-02,Gestión de la Calidad,Control en Proceso,Calibración,3,3,Alto,2,6,03-jun-25,Dic-25,,En planta,"0.0 mg, 1.0 mg, 50.0 mg, 75.0 mg Tol. ±0.2 mg, 1.0000 g, 5.000 g, 10.0000g, 50.0000 g, 100.0000 g, 120.0000 g Tol. ±0.0001 g"
Balanza analítica,Ohaus,PA224,B650434148,BAA-CP-03,NA,NA,NA,NA,NA,NA,2,NA,10-jun-24,NA,,NA,NA
Balanza analítica,OHAUS,PX224/E,C104035295,BAA-CP-04,Gestión de la Calidad,Muestreo de Materia Prima,Calibración,3,3,Alto,2,6,01-abr-25,Oct-25,,En planta,"1.0 mg, 50.0 mg, 75.0 mg Tol. ± 0.2 mg, 1.0000 g, 5.000 g, 10.0000g, 50.0000 g, 100.0000 g, 120.0000 g Tol. ± 0.0001 g"
Balanza analítica,OHAUS,PX224/E,C3025547933,BAA-CP-05,Gestión de la Calidad,Control en Proceso,Calibración,3,3,Alto,2,6,01-ago-25,Feb-26,,En planta,"1.0 mg, 50.0 mg, 75.0 mg, 1.0000 g, 5.0000 g, 10.0000 g, 50.0000 g, 100.0000 g, 150.0000 g, 200.0000 g, 220.0000 g Tol ± 0.0001 g"
Balanza analítica,AND,HR-120,12327074,BAA-DA-01,Desarrollo Analítico,Área de Balanzas,Calibración,3,3,Alto,2,6,02-may-25,Nov-25,,En planta,"0 mg, 1.0 mg, 2.0 mg, 20.0 mg y 50.0 mg Tol ± 0.2 mg
1 g, 2 g, 5 g, 10 g, 30 g, 50 g, 80 g, 110 g Tol ± 0.0001 g"
Balanza analítica,ADAM,ABL 225,ITA1702001,BAA-DA-02,Desarrollo Analítico,Área de Balanzas,Calibración,3,3,Alto,2,6,02-may-25,Nov-25,,En planta,"0 mg, 1 mg, 2 mg, 20 mg y 50 mg Tol ± 0.2 mg
1 g, 2 g, 5 g, 10 g, 30 g, 50 g, 80 g, 110 g Tol ±0.0001 g"
Balanza analítica,AND,HR-120,12323474,BAA-LC-01,Control de Calidad,Área de Balanzas,Calibración,3,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.0 mg, 1.0 mg, 50.0 mg, 75.0 mg Tol. ± 0.2 mg, 
1.0000 g, 5.0000 g, 10.0000 g, 50.0000 g, 100.0000 g, 120.0000 g. Tol. ± 0.0001 g"
Balanza analítica,OHAUS,AX223,B830176127,BAA-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,3,3,Alto,2,6,03-jun-25,Dic-25,,En planta,"1.0 mg, 50.0 mg Tol ± 0.2 mg, 1.000 g, 10.000 g, 20.000 g, 100.000 g, 200.000 g, 220.000 g Tol ± 0.003 g"
Balanza electrónica,Ohaus,Scout Pro SP601,7129250596,BAE-LC-01,Microbiología,Preparación Microbiológica,Calibración,2,3,Alto,2,6,01-sep-25,Mar-26,,En planta,"2.0 g, 5.0 g, 10.0 g, 50.0 g, 100.0 g, 300.0 g, 500.0 g, 600.0 g Tol. ±0.2 g"
Balanza electrónica,Ohaus,SPX222,B822913116,BAE-LC-02,Control de Calidad,Área de Balanzas,Calibración,3,3,Alto,2,6,01-sep-25,Mar-26,,En planta,"2.00 g, 10.00 g, 50.00 g, 100.00 g, 150.00 g, 200.00 g, 220.00 g Tol±0.02 g"
Balanza electrónica,OHAUS,SPX222,C204465423,BAE-MI-01,Microbiología,Microbiología,Calibración,2,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.5 g, 1.0 g, 5.0 g, 10.0 g, 15 g, 50.0 g, 100.0 g, 200.0 g Tolerancia: ± 0.1 g"
Balanza semi-microanalítica,AND,GH-202,15110595,BSM-LC-01,Control de Calidad,Área de Balanzas,Calibración,2,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.0 mg, 1.0 mg, 50.0 mg, 200.0 mg Tol. ± 0.2 mg, 
1.0000 g, 10.0000 g, 20.0000 g, 100.0000 g, 220.0000 g. Tol. ± 0.0002 g"
Balanza semi-microanalítica,OHAUS,PX225D,C412794367,BSM-LC-02,Control de Calidad,Área de Balanzas,Calibración,2,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"10.0 mg, 50.0 mg, 200.0 mg, 1.0000 g, 10.0000 g, 50.0000 g, 100.0000 g, 220.0000 g Tol. ± 0.2 mg"
Balómetro,Alnor TSI Incorporated,Loflo 6200D,19263602,BAL-VA-02,NA,NA,NA,NA,NA,NA,NA,NA,31-mar-20,NA,Rechazado,NA,NA
Balómetro,Alnor,6200,71229675,BAL-VA-03,Validación,"Móvil, Almacén de Validación",Calibración,2,1,Bajo,2,18,07-may-24,Nov-25,,Externa,"50.0 cfm Tol ±6.5 cfm, 100 cfm Tol ±8.0 cfm, 250 cfm Tol ±12.5 cfm, 500 cfm Tol ±20.0 cfm"
Baño de agua,VWR,142665-PC,500803,BAM-LC-01,Microbiología,Microbiología,Calibración,1,3,Medio,2,12,03-mar-25,Mar-26,,En planta,"43.0°C, 45.0°C, 50.0°C Tol ±4.0°C"
Baño de agua,VWR,5L,1F1120228,BAM-LC-02,Control de Calidad,Análisis Fisicoquímicos ,Calibración,1,3,Medio,2,12,03-mar-25,Mar-26,,En planta,"30.00°C, 50.00°C, 70.00°C Tol.±5.0°C"
Báscula digital,CAS,EC-II,1603EC300415,BAS-AL-01,NA,NA,NA,NA,NA,NA,NA,NA,03-nov-22,NA,Baja 10-Abr-23,NA,NA
Báscula digital,CAS,EC-II,1306EC300879,BAS-AL-02,NA,NA,NA,NA,NA,NA,NA,NA,03-mar-22,NA,Baja: 07-Nov-22,NA,NA
Báscula digital,CAS,DBB Jr. ,141152930,BAS-AL-04,Ambiental,Almacén de Residuos,NA,NA,NA,NA,NA,NA,02-sep-21,NA,"Se asigna a Ambiental para el pesado de residuos, no requiere calibración dado que el uso no es ""crítico"".",NA,NA
Báscula digital,CAS,EC-II,1603EC300416,BAS-AL-05,NA,NA,NA,NA,NA,NA,NA,NA,08-jun-20,NA,Baja: 23-Ago-21,NA,NA
Báscula digital,CAS,DBB Jr. ,141152942,BAS-AL-06,Almacén,Recepción Materia Prima,Calibración,3,3,Alto,2,6,01-abr-25,Oct-25,Limitada a 60.00 Kg kvazquez 02-Oct-24,En planta,"0.00 kg, 0.20 kg, 1.00 kg, 4.00 kg, 20.00 kg, 40.00 kg, 60.00 kg Tol ±0.1 kg"
Báscula digital,OHAUS,RC301P30,8342246159,BAS-AL-07,Almacén,Pesado,Calibración,3,3,Alto,2,6,02-may-25,Nov-25,,En planta,"0.00 kg, 0.01 kg, 0.03 kg, 0.20 kg, 5.00 kg,10.00 kg, 20.00 kg, 30.00 kg Tol ±0.001 kg"
Báscula digital,CAS,HD,210654307,BAS-AL-08,Almacén,Pesado,Calibración,3,3,Alto,2,6,01-sep-25,Mar-26,Limitada a 80.000 Kg kvazquez 02-Sep-25,En planta,"0.030 kg, 0.500 kg, 1.000 kg, 20.000 kg, 40.000 kg, 60.000 kg, 80.000 kg Tol ±0.010 kg"
Báscula digital,OHAUS,Ranger 3000,8343142254,BAS-AL-09,Almacén,Surtido de Material de Acondicionamiento,Calibración,3,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.000 kg, 0.001 kg, 0.500 kg, 1.000 kg, 5.000 kg, 10.000 kg, 20.000 kg, 30.000 kg Tol ±0.001 kg"
Báscula digital,OHAUS,RC31P30,8343142289,BAS-AL-10,Almacén,Recepción Materia Prima,Calibración,3,3,Alto,2,6,01-ago-25,Feb-26,,En planta,"0.000 kg, 0.001 kg, 0.500 kg, 1.000 kg, 5.000 kg, 10.000 kg, 20.000 kg, 30.000 kg Tol±0.001 kg"
Báscula digital,CAS,DBB Jr. ,141152942,BAS-AM-01,NA,NA,NA,NA,NA,NA,NA,NA,05-mar-21,NA,Baja: 05-Mar-21,NA,NA
Báscula digital,CAS,XE-6000,160851840,BAS-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,3,Alto,2,6,03-jun-25,Dic-25,,En planta,"0.0 g, 0.5 g, 1.0 g, 2.0 g, 5.0 g, 10.0 g, 20.0 g, 50.0 g, 100.0 g, 200.0 g, 500.0 g, 1000.0 g, 2000.0 g, 4000.0 g, 5000.0 g, 6000.0 g Tol ±0.3 g"
Báscula digital,CAS,DBB-Jr,121040486,BAS-PR-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baja: 22-Mar-18,NA,NA
Báscula digital,CAS,HDI,170853393,BAS-PR-06,Fabricación ,Encapsulado y Abrillantado 1,Calibración,3,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.000 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 80.000 kg, 100.000 kg, 150.000 kg Tol. ±0.010 kg"
Báscula digital,CAS,HDI,170853368,BAS-PR-07,NA,NA,NA,NA,NA,NA,NA,NA,04-dic-23,NA,Baja el 11-Abr-24,NA,"0.000 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 80.000 kg, 100.000 kg, 150.000 kg Tol. ±0.010 kg"
Báscula digital,CAS,HDI/SPS 4050,170853416,BAS-PR-08,Ambiental,Almacén Temporal de Residuos Peligrosos (Sólidos),NA,NA,NA,NA,NA,NA,01-nov-24,NA,"Se asigna a Ambiental para el pesado de residuos, no requiere calibración dado que el uso no es ""crítico"".",NA,NA
Báscula digital,CAS,HDL-SPS4050,170853407,BAS-PR-09,NA,NA,NA,NA,NA,NA,NA,NA,01-nov-23,NA,,NA,NA
Báscula digital,CAS,HDI,170863400,BAS-PR-10,NA,NA,NA,NA,NA,NA,NA,NA,04-jun-24,NA,,NA,NA
Báscula digital,CAS,HDI,170863311,BAS-PR-11,Fabricación ,Recubrimiento,Calibración,3,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.000 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 80.000 kg, 100.000 kg, 150.000 kg Tol. ±0.010 kg"
Báscula digital,CAS,HDI,170853364,BAS-PR-12,NA,NA,NA,NA,NA,NA,NA,NA,01-nov-24,NA,Baja el 20-Feb-25,NA,NA
Báscula digital,CAS,HDI,190383084,BAS-PR-13,NA,NA,NA,NA,NA,NA,NA,NA,04-sep-23,NA,,NA,NA
Báscula digital,CAS,HDI,190363073,BAS-PR-14,NA,NA,NA,NA,NA,NA,NA,NA,13-jul-21,NA,Baja: 19-Ene-22,NA,NA
Báscula digital,CAS,HDI/SPS4050,210654286,BAS-PR-15,NA,NA,NA,NA,NA,NA,NA,NA,02-dic-24,NA,Baja el 20-Feb-25,NA,NA
Báscula digital,CAS,HDI/SPS4051,210654288,BAS-PR-16,Fabricación ,Detección de Metales,Calibración,3,3,Alto,2,6,02-jun-25,Dic-25,,En planta,"0.000 kg, 0.030 kg, 0.05000 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 80.000 kg, 100.000 kg, 150.000 kg Tol. ±0.010 kg"
Báscula digital,CAS,HD,220151911,BAS-FR-17,Fabricación,Acondicionamiento Primario Blíster,Calibración,3,2,Alto,2,6,01-ago-25,Feb-26,,En planta,"0.000 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 70.000 kg Tol. ±0.010 kg"
Báscula digital,CAS,HD,220151926,BAS-FR-18,Fabricación ,Encapsulado y Abrillantado 4,Calibración,3,2,Alto,2,6,01-ago-25,Feb-26,,En planta,"0.000 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 100.000 kg, 150.000 kg Tol. ±0.010 kg"
Báscula digital,CAS,HD,231150292,BAS-FR-19,Fabricación,Encapsulado y Abrillantado #5  ,Calibración,3,2,Alto,2,6,01-abr-25,Oct-25,,En planta,"0.00 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 100.000 kg, 150.000 kg Tol. ±0.0100 kg"
Bascula digital,CAS,HD,231150291,BAS-FR-20,Fabricación,Acondicionamiento Primario Llenado de Frascos,Calibración,3,2,Alto,2,6,03-jun-25,Dic-25,,En planta,"0.000 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 100.000 kg, 150.000 kg Tol ± 0.01 kg"
Báscula digital,CAS,HDI,240755468,BAS-FR-21,Fabricación,Tableteado 1,Calibración,3,2,Alto,2,6,01-ago-25,Feb-26,,En planta,"0.020 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 100.000 kg, 150.000 kg Tol. ± 0.005 kg                 
                        "
Báscula digital,CAS,HDI,240755469,BAS-FR-22,Fabricación,Tableteado 2,Calibración,3,2,Alto,2,6,01-ago-25,Feb-26,,En planta,"0.020 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg, 100.000 kg, 150.000 kg Tol. ± 0.005 kg                 
                        "
Báscula digital,CAS,HDI,240755485,BAS-FR-23,Fabricación,Mezclado y Tamizado 1,Calibración,3,2,Alto,2,6,01-abr-25,Oct-25,,En planta,"0.020 kg, 0.030 kg, 0.050 kg, 0.100 kg, 0.300 kg, 20.000 kg, 40.000 kg, 60.000 kg Tol. ± 0.005 kg
100.000 kg, 150.000 kg Tol. ± 0.010 kg                 
"
Bomba peristáltica,Watson Marlow,1205/DV,170221-102287,BOP-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,2,2,Medio,2,12,03-mar-25,Mar-26,,En planta,"2.00 rpm, 5.00 rpm, 10.00 rpm, 20.00 rpm, 50.00 rpm, 100.00 rpm, 200.00 rpm Tol. (±0.02, ±0.05, ±0.10, ±0.20, ±0.50, ±1.00, ±2.00)."
Bomba peristáltica,Watson marlow,323,J120411,BOP-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,01-mar-23,NA,,NA,NA
Calefactor,ND,ND,ND,CAL-DA-01,Desarrollo Analítico,"Estabilidades, en CAC-DA-01",Calibración,3,3,Alto,2,6,01-sep-25,Mar-26,,En planta,"Tres puntos a 40°C , Tres puntos a 75%HR Tol ±2°C y ±5%HR"
Calefactor,ND,ND,ND,CAL-DA-02,Desarrollo Analítico,"Estabilidades, en CAC-DA-02",Calibración,3,3,Alto,2,6,02-jun-25,Dic-25,,En planta,Temperatura 30°C Humedad 65%HR Tol. ±2°C y 5%HR.
Calefactor,ND,ND,ND,CAL-DA-03,Desarrollo Analítico,"Análisis Instrumental II, en ESE-DA-01",Calibración,3,3,Alto,1,12,04-ago-25,Ago-26,,En planta,"50.0°C ± 2.0°C, 110.0°C ±5°C"
Calefactor,ND,ND,ND,CAL-DF-01,Desarrollo Farmacéutico,"Móvil, en DES-DF-01",Calibración,3,2,Alto,1,12,02-may-25,May-26,,En planta,37.0°C Tol. ± 2.0°C
Calefactor,ND,ND,ND,CAL-GC-02,Gestión de la Calidad,"Control en Proceso, en DES-CP-01",Calibración,2,3,Alto,1,12,03-mar-25,Mar-26,,En planta,"37°C, 38°C Tol. ± 2.0°C"
Calefactor,ND,ND,ND,CAL-LC-01,Control de Calidad,"Análisis Instrumental IV, en MUF-LC-02",Calibración,1,3,Medio,2,12,02-dic-24,Dic-25,,En planta,"50.0°C, 250.0°C, 600.0°C, 1,100°C Tol ±30°C."
Calefactor,ND,ND,ND,CAL-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,01-mar-22,NA,,NA,NA
Calefactor,ND,ND,ND,CAL-LC-03,Control de Calidad,"Estabilidades, en CAC-LC-01",Calibración,2,3,Alto,2,6,01-abr-25,Oct-25,,En planta,"Temperatura 30.00°C y 40.00°C, Humedad 65%HR y 75%HR Tol. ±2°C y ±5%HR."
Calefactor,ND,ND,ND,CAL-LC-04,Control de Calidad,"Estabilidades, en CAC-LC-02",Calibración,2,3,Alto,2,6,02-jun-25,Dic-25,,En planta,Temperatura 30°C Humedad 65%HR Tol. ±2°C y 5%HR.
Calefactor,ND,ND,ND,CAL-LC-05,Microbiología,"Preparación Microbiológica, en INC-LC-01",Calibración,2,3,Alto,2,6,02-may-25,Nov-25,,En planta,Temperatura 32.5°C Tol ±2.5°C.
Calefactor,ND,ND,ND,CAL-LC-06,Microbiología,"Preparación Microbiológica, en INC-LC-04",Calibración,2,3,Alto,2,6,02-jun-25,Dic-25,,En planta,Temperatura 56°C Tol. ±1.0°C
Calefactor,ND,ND,ND,CAL-LC-07,Microbiología,"Preparación Microbiológica, en INC-LC-05",Calibración,2,3,Alto,2,6,02-may-25,Nov-25,,En planta,Temperatura 22.70°C Tol ±2.50°C
Calefactor,NA,NA,NA,CAL-LC-08,NA,NA,NA,NA,NA,NA,NA,NA,03-sep-20,NA,Baja: 17-Ago-21,NA,NA
Calefactor,ND,ND,ND,CAL-LC-09,Microbiología,"Preparación Microbiológica, en INC-LC-06",Calibración,2,3,Alto,2,6,02-may-25,Nov-25,,En planta,"Temperatura 42.00°C, 43.00°C, 44.00°C Tol ±1°C"
Calefactor,ND,ND,ND,CAL-LC-10,Microbiología,"Preparación Microbiológica, en INC-LC-07",Calibración,2,3,Alto,2,6,02-may-25,Nov-25,,En planta,"Temperatura 35.00°C , 36.00°C, 37.00°C Tol ±1°C"
Calefactor,ND,ND,ND,CAL-LC-11,Control de Calidad,"Análisis Instrumental IV, en ESE-LC-03",Calibración,3,3,Alto,1,12,02-dic-24,Dic-25,,En planta,"Temperatura 50.0°C , 150.0°C, 200.0°C Tol ±2°C"
Calefactor,ND,ND,ND,CAL-CP-01,NA,NA,NA,NA,NA,NA,NA,NA,21-Mar-19,NA,Baja: 01-Abr-19,NA,NA
Contador de partículas,Lighthouse,SOLAIR 3100+,0-80104003,COP-VA-01,NA,NA,NA,NA,NA,NA,NA,NA,01-jul-21,NA,Baja: 02-Dic-21,NA,NA
Contador de partículas,Lighthouse,S3100,2108044049,COP-VA-02,Validación ,"Móvil, Almacén de Validación",Calibración,2,2,Medio,2,12,02-abr-25,Abr-26,,Externa,"Flujo: 28.30 LPM ± 1.42 LPM
Tiempo de muestreo: 60.00 s ± 0.60 s
Eficiencia de conteo: 0.3 μm, 0.5 μm, 1.0 μm, 3.0 μm, 5.0 μm,10.0μm Tol ± 10%"
Controlador de temperatura de formado,OMRON,ESCWL-RITC,29X21MC,CTF-FR-01,Fabricación,"Acondicionamiento Primario Blíster, en BLI-FR-02",Calibración,2,2,Medio,2,12,02-dic-24,Dic-25,,En planta,"20.0°C, 50.0°C, 100.0°C, 150.0°C, 200.0°C Tol ±2.0°C"
Controlador de temperatura de sellado,OMRON,ESCWL-RITC,29X21MC,CTS-FR-01,Fabricación,"Acondicionamiento Primario Blíster, en BLI-FR-02",Calibración,2,2,Medio,2,12,02-dic-24,Dic-25,,En planta,"20.0°C, 50.0°C, 100.0°C, 150.0°C, 200.0°C Tol ±2.5°C"
Criotermostato de recirculación,Julabo,CORIO CD-201F,10431845,CRI-DA-01,Desarrollo Analítico,"Móvil (Análisis Instrumental I, Análisis Instrumental II y Análisis Fisicoquímicos)",Calibración,3,1,Medio,2,12,04-ago-25,Ago-26,,En planta,"15.0°C, 20.0°C, 25.0°C, 30.0°C Tol ± 1.0°C"
Cronómetro,Control company,1235D46,181572470,CRO-DA-01,Desarrollo Analítico,Disolución,Calibración,2,3,Alto,2,6,03-jun-25,Dic-25,DNC24-023,Externa,"60.00 s, 3,600.00 s, 18,000.00 s, 36,000.00 s, 72,000.00 s, 86,400.00 s Tol (±0.006, ±0.36, ±1.80, ±3.60, ±7.20, ±8.64)."
Cronómetro,Control company,1235D46,181572465,CRO-DA-02,NA,NA,NA,NA,NA,NA,NA,NA,13-ene-22,NA,Baja por daño,NA,NA
Cronómetro,Extech,365510,ND,CRO-DF-01,Desarrollo Farmacéutico,Desarrollo Farmacéutico,Calibración,3,2,Alto,1,12,04-nov-24,Nov-25,,Externa,"1.00 s,  10.00 min, 30.00 min, 1.00 hr, 5.00 hr, 10.00 hr, 12.00 hr, 15.00 hr, 20.00 hr ± 1.00 s"
Cronómetro,Control company,5017,170601004,CRO-CP-01,Gestión de la Calidad,Control en Proceso ,Calibración,3,3,Alto,2,6,02-may-25,Nov-25,DNC24-023,Externa,"0.0 s, 59.0 s, 3540.0 s, 356,400.0 s Tol ±1.0s"
Cronómetro,Fisher Scientific,5008,21017839,CRO-LC-01,NA,NA,NA,NA,NA,NA,NA,NA,07-dic-21,NA,Baja 12-Abr-22,NA,NA
Cronómetro,VWR,62344-912,91215421,CRO-LC-02,NA,NA,NA,NA,NA,NA,NA,NA,11-nov-21,NA,Baja: 05-Abr-22,NA,NA
Cronómetro,Control company,8788V77,200518836,CRO-LC-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baja: 13-Oct-21,NA,NA
Cronómetro,Control company,8788V77,200518830,CRO-LC-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Baja: 13-Oct-21,NA,NA
Cronómetro,Control company,1043,160141915,CRO-PR-01,NA,NA,NA,NA,NA,NA,NA,NA,05-jul-22,NA,,NA,NA
Cronómetro,General Tools,SW888L,ND,CRO-FR-02,Fabricación,Mezclado y Tamizado 1,Calibración,2,3,Alto,2,6,03-may-25,Nov-25,DNC24-023,Externa,"1.00 s, 1,800.00 s, 3,600.00 s, 18,000.00 s, 36,000.00 s Tol ±1.00 s"
Cronómetro,General Tools,SW888L,ND,CRO-FR-03,Validación,"Móvil, Almacén de Validación",Calibración,1,1,Bajo,2,18,04-mar-25,Sep-26,DNC24-023,Externa,"1.00 s, 1,800.00 s, 3,600.00 s, 18,000.00 s, 36,000.00 s Tol ±1.00 s"
Cronómetro,VWR,Fingertip,ND,CRO-VA-01,NA,NA,NA,NA,NA,NA,NA,NA,21-Mar-19,NA,Baja: 02-Mar-20,NA,NA
